date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink,sentiment
2020-07-18 09:11:53,kit1049,LoriLightfoot,1,0,0,"You don’t want to help and I cannot wait to vote you out in favor of someone who will actually defund the police in favor of giving money to schools and mental health services, not new police buildings",,,,1284415583669420032,https://twitter.com/kit1049/status/1284415583669420032,Positive
2020-07-18 08:52:44,GloriaYorke,MarieManganello,0,0,0,CORRECT....HE WILL DIVERT... MOVE....DEFUND!!!!! ,,,,1284410766544834565,https://twitter.com/GloriaYorke/status/1284410766544834565,Positive
2020-07-18 08:01:28,whatutrynageton,,0,0,2,can i borrow a feeling,,,,1284397862596509707,https://twitter.com/whatutrynageton/status/1284397862596509707,Negative
2020-07-18 07:29:35,TyroneW79180291,RealPresidentT,0,0,0,I NEVER STATED ABOLISH NOR AMERICANS WE SAID DEFUND ONLY BAD COPS AND POLITICIANS I GAVE YOU PLENTY OF NAMES AND BACKGROUNDS. THEY SHOULD BE GONE NO GUNS NOR GUN LICENSE AND CONVICTED FELONS. EVERY LAST ONE OF THEM.,,,,1284389842483388417,https://twitter.com/TyroneW79180291/status/1284389842483388417,Negative
2020-07-18 07:18:03,B_C2323,nidhiprakash,0,1,1,"Biden will absolutely defund, move, redirect funds from police. Bernie, AOC, Ilhan won't stand for that. Biden is disgusting, sexual assault, who cares, smelling children, all good, Vote Biden=Pedophile",,,,1284386937734868992,https://twitter.com/B_C2323/status/1284386937734868992,Negative
2020-07-18 06:44:26,deberry2040,,0,1,11,"maybe if the mayor stopped being a meme and actually did something like take down a statue of a colonizer or defund the police or literally anything progressive, we wouldn’t be here today where a cop knocked the teeth out of a young black woman in broad daylight",,,,1284378480055136256,https://twitter.com/deberry2040/status/1284378480055136256,Negative
2020-07-18 06:27:13,EdwardARowe1,,0,0,1,Trump Interrupts Interview to Prove Biden Wants to Defund Police. It Did Not Go Well https://www.rollingstone.com/politics/politics-news/trump-interrupts-interview-biden-defund-police-1030683/ via @RollingStone,,@RollingStone,,1284374144327528451,https://twitter.com/EdwardARowe1/status/1284374144327528451,Positive
2020-07-18 06:22:16,brandonhoeg,RobertJPeters,0,1,17,Acab. Defund CPD immediately. CPAC now and get them all out. ,,,,1284372901664370688,https://twitter.com/brandonhoeg/status/1284372901664370688,Negative
2020-07-18 06:05:25,capablyculpable,GKMC18,0,0,1,Only major city to defiantly take no action to defund police after George Floyd ,,,,1284368658882596865,https://twitter.com/capablyculpable/status/1284368658882596865,Negative
2020-07-18 06:00:13,LindseyRichter,,0,0,0,name the bridge after him but also defund the police that brutalized him there,,,,1284367352675684356,https://twitter.com/LindseyRichter/status/1284367352675684356,Negative
2020-07-18 05:44:04,quequetenango,,0,0,0,@chicagosmayor HEY LORI ! DEFUND THE POLICE ! you say you want to end violence in our city... well tonight is another example of how it's CPD whose creating violence in our communities. #DefundCPD,,@chicagosmayor,#DefundCPD,1284363288625774593,https://twitter.com/quequetenango/status/1284363288625774593,Negative
2020-07-18 05:40:35,OnTapeWithJohn,senatemajldr,0,0,0,Keep his name out of your mouth,,,,1284362409487081472,https://twitter.com/OnTapeWithJohn/status/1284362409487081472,Negative
2020-07-18 05:39:51,theeodorakc,UgoOkere,0,11,42,IT’S NOT THAT HARD.,,,,1284362223511633921,https://twitter.com/theeodorakc/status/1284362223511633921,Negative
2020-07-18 05:26:34,paulyfabulous,catturd2,0,0,0,Defund the police!!!,,,,1284358882601639936,https://twitter.com/paulyfabulous/status/1284358882601639936,Negative
2020-07-18 05:22:35,Shaundric,GKMC18,0,6,15,DEFUND THESE BULLIES. ABOLISH THESE RACIST GANG MEMBERS. BECAUSE I KNOW YOU F*CKING LYING. ,,,,1284357881547063296,https://twitter.com/Shaundric/status/1284357881547063296,Positive
2020-07-18 05:22:14,Defund_CPD,chicagosmayor,0,0,0,#LoriLIEfoot is a monster,,,#LoriLIEfoot,1284357790262349824,https://twitter.com/Defund_CPD/status/1284357790262349824,Positive
2020-07-18 05:21:50,Defund_CPD,chicagosmayor,0,0,0,#DefundThePolice,,,#DefundThePolice,1284357692614680576,https://twitter.com/Defund_CPD/status/1284357692614680576,Positive
2020-07-18 05:21:40,Defund_CPD,chicagosmayor,0,0,1,#DefundThePolice,,,#DefundThePolice,1284357648884928512,https://twitter.com/Defund_CPD/status/1284357648884928512,Positive
2020-07-18 05:21:27,Defund_CPD,chicagosmayor,0,0,0,#DefundThePolice,,,#DefundThePolice,1284357594417594368,https://twitter.com/Defund_CPD/status/1284357594417594368,Positive
2020-07-18 05:21:12,Defund_CPD,chicagosmayor,0,0,0,#DefundThePolice,,,#DefundThePolice,1284357532572581891,https://twitter.com/Defund_CPD/status/1284357532572581891,Positive
2020-07-18 05:19:14,realgracestuewe,,1,0,1,Check out my new single! All proceeds go to the NAACP legal defense fund! https://open.spotify.com/album/6WQM63CStLC2Y1WO7eT2VL?si=RFoKIUNfSQCXgdFoK80G1A #newmusic #blm #indiemusic #unsignedartist #NewMusicDrop #NewMusicAlert #supportsmallbusiness #supportlocalartists #justice #freestyle,,,#newmusic #blm #indiemusic #unsignedartist #NewMusicDrop #NewMusicAlert #supportsmallbusiness #supportlocalartists #justice #freestyle,1284357035367239680,https://twitter.com/realgracestuewe/status/1284357035367239680,Positive
2020-07-18 05:19:02,idkautumn,,0,0,2,FUCK @Chicago_Police DEFUND @Chicago_Police DEFUND @Chicago_Police DEFUND @Chicago_Police,,@Chicago_Police @Chicago_Police @Chicago_Police @Chicago_Police,,1284356984725278722,https://twitter.com/idkautumn/status/1284356984725278722,Negative
2020-07-18 05:17:01,LoveandMusakk,,0,1,3,FUCK 12 DEFUND THE POLICE ACAB FREE THE PROTESTERS IMMEDIATELY. If you can provide jail support here is the information!! ,,,,1284356478632165376,https://twitter.com/LoveandMusakk/status/1284356478632165376,Negative
2020-07-18 05:16:51,Defund_CPD,EricHorngABC7,1,0,1,"""after being hit with full soda cans, fireworks."" For real? Can we focus on the protesters who were BRUTALLY BEATEN AND PEPPER SPRAYED instead?",,,,1284356437079203840,https://twitter.com/Defund_CPD/status/1284356437079203840,Positive
2020-07-18 05:12:41,JackQuinones4,,0,0,0,"saying defund the police sounds too radical to bootlickers and conservatives, so stop saying it. say what you actually mean because that would actually start a conversation. don’t b a passive aggressive karen, say what u mean",,,,1284355390143107074,https://twitter.com/JackQuinones4/status/1284355390143107074,Negative
2020-07-18 05:07:09,theeodorakc,,0,45,27,Call 311 NOW to report CPD obstructing arrested folks’ attorney access at 51st and Wentworth !!! Specifically Officer Zeno-Davis and Seargent Giulian !!!!,,,,1284353995121790976,https://twitter.com/theeodorakc/status/1284353995121790976,Positive
2020-07-18 05:01:26,B_C2323,braveomatic,3,0,0,What would happen if we defund the police.,,,,1284352556752424961,https://twitter.com/B_C2323/status/1284352556752424961,Negative
2020-07-18 04:57:01,trinattrill,GKMC18,0,19,27,The police punched a SHORTY in the mouth today. It’s fucked up. PERIOD. How do you train the police out of this behavior? You can’t! Police accountability means defund the fucking police. Fire them. Find other ways to respond to emergencies. The police are not the solution. ,,,,1284351446587265024,https://twitter.com/trinattrill/status/1284351446587265024,Negative
2020-07-18 04:56:03,goterrands2,SPOTNEWSonIG,0,0,4,"We want to defund the police but we want to call, the police, for help, for this?? That’s not how that works!! That’s not how any of this works!!",,,,1284351204462604288,https://twitter.com/goterrands2/status/1284351204462604288,Negative
2020-07-18 04:53:29,BeauRocMane,nidhiprakash,0,0,0,Clearly them politicians on the same gotdamn teams DEFUND all they evil asses lol,,,,1284350556484571136,https://twitter.com/BeauRocMane/status/1284350556484571136,Positive
2020-07-18 04:49:43,trinattrill,GKMC18,2,64,88,The police punched a young Black person in the face today. Her name is Miracle and she organizes with @GKMC18. If they do this shit in broad daylight then IMAGINE what they do to us when they are patrolling the streets. Defund CPD &amp; run us our reparations. ,,@GKMC18,,1284349610518089729,https://twitter.com/trinattrill/status/1284349610518089729,Negative
2020-07-18 04:48:08,SamiJ1042,micki_t,0,0,0,Defund the bot police!!!,,,,1284349211778195459,https://twitter.com/SamiJ1042/status/1284349211778195459,Negative
2020-07-18 04:31:39,kteforreal,moiraeve1,1,0,1,Defund needs a re-brand.,,,,1284345063661764608,https://twitter.com/kteforreal/status/1284345063661764608,Negative
2020-07-18 04:28:47,brandonnadig,,0,0,7,last thought tonight: i beg folks to truly ponder what restorative justice looks like. it SHOULD be scary. we must denounce our norms for nearly everything and accept that our first instinct may be wrong. but let’s pledge to think critically and always push towards better justice,,,,1284344340781858816,https://twitter.com/brandonnadig/status/1284344340781858816,Positive
2020-07-18 04:23:52,mrsaturnvalley,LoriLightfoot,0,0,0,"@LoriLightfoot @chicagosmayor CPD BEAT, GASSED, AND SHOT PROTESTERS TONIGHT. FUCKING DEFUND THEM. ",,@LoriLightfoot @chicagosmayor,,1284343103256756225,https://twitter.com/mrsaturnvalley/status/1284343103256756225,Positive
2020-07-18 04:13:56,wavingflares,TheRISEofROD,6,7,55,Lol so cpd can baton and pepper spray CROWDS but the few water bottles and firecrackers that were thrown after cpd STARTED the violence is all is see all over #ChicagoProtests thread omfg just defund the police and stop with the colonizer logic,,,#ChicagoProtests,1284340604281987081,https://twitter.com/wavingflares/status/1284340604281987081,Negative
2020-07-18 04:13:17,amrizzo28,AdamParkhomenko,0,0,0,Do you want Biden to defund the police? Answer honestly.,,,,1284340439684976641,https://twitter.com/amrizzo28/status/1284340439684976641,Negative
2020-07-18 04:08:56,IllinoisMp,TrumpWarRoom,0,0,0,Hey dumbass @FoxNewsSunday Chris Wallace. Listen close you moron. He wants to defund the police!!!! ,,@FoxNewsSunday,,1284339344535322629,https://twitter.com/IllinoisMp/status/1284339344535322629,Negative
2020-07-18 04:05:36,harrylee773,,0,0,0,Trump Interrupts Interview to Prove Biden Wants to Defund Police. It Did Not Go Well https://www.rollingstone.com/politics/politics-news/trump-interrupts-interview-biden-defund-police-1030683/ via @RollingStone,,@RollingStone,,1284338508132483072,https://twitter.com/harrylee773/status/1284338508132483072,Positive
2020-07-18 04:04:48,elon_omar,,1,0,0,Watching Kopmala Harris on Colbert right now so you don’t have to. She’s repeating #defund talking points and he just cut to commercial without challenging her at all lol,,,#defund,1284338307166605318,https://twitter.com/elon_omar/status/1284338307166605318,Negative
2020-07-18 04:03:57,abbeyyjohnsonn,,0,0,0,defund CPD,,,,1284338092170784769,https://twitter.com/abbeyyjohnsonn/status/1284338092170784769,Positive
2020-07-18 04:01:29,Simoveeeee,LawCannon,0,0,0,BLM protest to defund cpd,,,,1284337472554639360,https://twitter.com/Simoveeeee/status/1284337472554639360,Positive
2020-07-18 04:00:58,LockLoadSecure,,0,0,0,Chicago in a nut shell? Any questions about how stupid @chicagosmayor Really is? Defund gang units let kids die. But keep your personal security. Why don't citizen lives matter? RT! https://www.facebook.com/1054486690/posts/10219286482846893/,,@chicagosmayor,,1284337340475990016,https://twitter.com/LockLoadSecure/status/1284337340475990016,Negative
2020-07-18 04:00:58,joel__xx,GKMC18,3,26,86,Chicago Police are an ever present danger to black and brown youth and we need to remove them from our streets and schools. @chicagosmayor,,@chicagosmayor,,1284337338634637313,https://twitter.com/joel__xx/status/1284337338634637313,Negative
2020-07-18 03:57:13,LeBonTravel,debraraes,0,5,7,Defund the universities! @GovMikeHuckabee @DineshDSouza @RMConservative @JamieGlazov,,@GovMikeHuckabee @DineshDSouza @RMConservative @JamieGlazov,,1284336396149362690,https://twitter.com/LeBonTravel/status/1284336396149362690,Positive
2020-07-18 03:56:08,LeBonTravel,debraraes,0,0,0,@marklevinshow is right! We need to defund the universities! @realDonaldTrump,,@marklevinshow @realDonaldTrump,,1284336122462711808,https://twitter.com/LeBonTravel/status/1284336122462711808,Positive
2020-07-18 03:54:54,theeodorakc,,0,8,2,Lori Lightfoot hates Black children.,,,,1284335815657578496,https://twitter.com/theeodorakc/status/1284335815657578496,Negative
2020-07-18 03:52:54,himissjulie,opinionsbyanna,1,0,1,I can’t wait for this day to come!!!,,,,1284335308599955463,https://twitter.com/himissjulie/status/1284335308599955463,Positive
2020-07-18 03:52:26,48thNeighbors,,0,8,29,Defund the police.,,,,1284335193009074176,https://twitter.com/48thNeighbors/status/1284335193009074176,Negative
2020-07-18 03:50:04,juantonamera,solcabrini,1,0,0,"TW: sexual assault Sharing as a member of the Northwestern and Chicago theatre community. Please share Sol’s post. As of right now, it is the first public thing she is asking for in the accountability process. Do this for her.",,,,1284334596415520774,https://twitter.com/juantonamera/status/1284334596415520774,Positive
2020-07-18 03:50:01,EarlyReport,,0,0,1,"Protesters Storm Grant Park, Clashing With Police While Attempting to Take Down Christopher Columbus Statue in Chicago: A large group of protesters at a rally to defund the police attempted to tear down the ChristoherColumbus statue in the park.… ",,,,1284334586483208193,https://twitter.com/EarlyReport/status/1284334586483208193,Positive
2020-07-18 03:49:28,CHIRPJennyWest,,0,0,4,"Journalists, legal observers, and volunteer medics attacked by cops tonight in Grant Park. @chicagosmayor, stop tweeting about Trump and start making a plan to defund police. Your silence is deafening.",,@chicagosmayor,,1284334445479243777,https://twitter.com/CHIRPJennyWest/status/1284334445479243777,Negative
2020-07-18 03:49:10,LordStanTheSlam,karol,0,0,0,This is an ad for defund the police,,,,1284334371302973440,https://twitter.com/LordStanTheSlam/status/1284334371302973440,Negative
2020-07-18 03:39:46,himissjulie,,2,0,4,"So on the TNG episode where Worf’s brother beams that entire society onto the Holodeck and they’re “traveling” to their new planet, where did people poop? There were in there for days! They must have needed to poop—where were they pooping?????",,,,1284332005501685762,https://twitter.com/himissjulie/status/1284332005501685762,Positive
2020-07-18 03:39:04,theeodorakc,,0,0,0,FIRE CPD. ALL OF THEM. ALL OF IT. I CANT YELL ANY LOUDER.,,,,1284331829286309888,https://twitter.com/theeodorakc/status/1284331829286309888,Positive
2020-07-18 03:39:04,theeodorakc,,1,1,1,THEY TEARGASSED. THE LEGAL OBSERVERS. LORI. LORI. LORETTA. @LoriLightfoot. @chicagosmayor. This you???,,@LoriLightfoot @chicagosmayor,,1284331828564971522,https://twitter.com/theeodorakc/status/1284331828564971522,Positive
2020-07-18 03:35:24,pathswillcross,,0,0,0,I cannot wait to actively campaign for @chicagosmayor and @48Ward’s replacements. Support CPAC. Defund the police. Take down the damn Columbus statue.,,@chicagosmayor @48Ward,,1284330907529293824,https://twitter.com/pathswillcross/status/1284330907529293824,Negative
2020-07-18 03:33:00,SaintofSnark,AndrewRostan,0,0,1,"Panic because our haircuts have gotten a lot better, think of how much better they'll get in 25 more years!",,,,1284330301599223809,https://twitter.com/SaintofSnark/status/1284330301599223809,Negative
2020-07-18 03:22:22,brandonnadig,,0,0,5,"rest in power, john lewis",,,,1284327626065219585,https://twitter.com/brandonnadig/status/1284327626065219585,Positive
2020-07-18 03:22:06,SuchAGoodman,CBPMarkMorgan,0,0,0,Defund this. ,,,,1284327559585509376,https://twitter.com/SuchAGoodman/status/1284327559585509376,Positive
2020-07-18 03:18:11,NomanchezGuey,MonkeysinChina,1,0,0,Billion dollar budget. There's plenty to defund.,,,,1284326573001379840,https://twitter.com/NomanchezGuey/status/1284326573001379840,Negative
2020-07-18 03:15:58,MariiahCarlos,,0,1,1,"""Fox News’ Chris Wallace challenges Trump’s claim that Joe Biden wants to defund the police"" ",,,,1284326016509292546,https://twitter.com/MariiahCarlos/status/1284326016509292546,Negative
2020-07-18 03:11:02,Defund_CPD,chicagosmayor,0,0,1,WATCH YOUR GOONS. THEYRE BEATING US.,,,,1284324774043365377,https://twitter.com/Defund_CPD/status/1284324774043365377,Negative
2020-07-18 03:10:46,Defund_CPD,LoriLightfoot,0,0,1,YOUR GOONS JUST BEAT US,,,,1284324705630117891,https://twitter.com/Defund_CPD/status/1284324705630117891,Positive
2020-07-18 03:07:11,okaychicago,blagojevism,0,0,1,He said no snaek,,,,1284323807071789058,https://twitter.com/okaychicago/status/1284323807071789058,Negative
2020-07-18 03:06:17,okaychicago,69spf69,0,0,2,Good juice tho,,,,1284323580176670722,https://twitter.com/okaychicago/status/1284323580176670722,Positive
2020-07-18 03:01:08,Xenialshot,realDonaldTrump,0,0,0,"chris wallace dunked this on tv, stfu. i wish joe biden wanted to defund our police. ",,,,1284322283239202816,https://twitter.com/Xenialshot/status/1284322283239202816,Negative
2020-07-18 03:00:15,realgracestuewe,barelyenergetic,0,0,1,The one I made abt hexing cops got like 300 likes and all of a sudden I declared myself a professional tik toker,,,,1284322060349702144,https://twitter.com/realgracestuewe/status/1284322060349702144,Negative
2020-07-18 03:00:07,Esalo304,MatthewACherry,0,0,0,One more time-Defund the police. ,,,,1284322028762341377,https://twitter.com/Esalo304/status/1284322028762341377,Negative
2020-07-18 02:55:05,ScottRichard84,WGNNews,8,0,1,Defund the police!,,,,1284320759490453504,https://twitter.com/ScottRichard84/status/1284320759490453504,Negative
2020-07-18 02:46:16,UgoOkere,,1,26,95,Chicago police beat and gassed protestors to protect a statue of a genocidal rapist. Defund the police.,,,,1284318539915112450,https://twitter.com/UgoOkere/status/1284318539915112450,Positive
2020-07-18 02:43:49,shesaneagle,,1,13,15,Even with “insufficient data” the United States numbers of missing children’s cases blows each country out of the water. What does this say about what our country NEEDS? Is this the time to abolish or defund the police? HELL NO! ,,,,1284317924539367430,https://twitter.com/shesaneagle/status/1284317924539367430,Negative
2020-07-18 02:41:33,jordannachicago,robotwyfe,0,0,1,Ok great :) just checking :),,,,1284317354340560898,https://twitter.com/jordannachicago/status/1284317354340560898,Positive
2020-07-18 02:41:24,brandonnadig,,0,0,0,read up on the portland federal escalation as well if you have not,,,,1284317319003615232,https://twitter.com/brandonnadig/status/1284317319003615232,Positive
2020-07-18 02:40:58,jordannachicago,RosaleahG,1,0,1,Damn u rite call it even,,,,1284317209267974146,https://twitter.com/jordannachicago/status/1284317209267974146,Negative
2020-07-18 02:37:07,ClarkFoster8,DominicGwinn,0,0,0,"BLM, Defund Police, Down with Columbus... what movement is what? Idiots.",,,,1284316239851126784,https://twitter.com/ClarkFoster8/status/1284316239851126784,Negative
2020-07-18 02:36:37,KDuffChicago,ScottTullyJr,0,0,0,"She needs to either do something (i.e, defund/abolish CBP/ICE) or stfu. No more empty gestures like the Kente kneel or ripping up Trump's speech.",,,,1284316111979393026,https://twitter.com/KDuffChicago/status/1284316111979393026,Negative
2020-07-18 02:35:08,brandonnadig,colinbphoto,1,0,3,"in more important news, though, police continue to grossly escalate across this nation.",,,,1284315740796002305,https://twitter.com/brandonnadig/status/1284315740796002305,Negative
2020-07-18 02:33:05,brandonnadig,,0,0,5,"don’t worry, everyone. the weekly neighborhood gathering told me i looked good tonight. so all really is right in the world.",,,,1284315224342958082,https://twitter.com/brandonnadig/status/1284315224342958082,Positive
2020-07-18 02:30:35,T1TANZ_,dan_bernstein,0,0,1,"So many ""bad apples"" i think we need to defund the orchard...",,,,1284314596887724033,https://twitter.com/T1TANZ_/status/1284314596887724033,Negative
2020-07-18 02:25:28,realyobanicruz,realyobanicruz,2,1,11,If you encounter harrasment by antifa or thugs if they get too aggressive report to the a law enforment group like this “ @FBI “ they will get of your back! That’s why we can’t allow them to defund the system! It’s not perfect but it’s damn close.,,@FBI,,1284313307864862728,https://twitter.com/realyobanicruz/status/1284313307864862728,Negative
2020-07-18 02:23:51,RSepeta,SpeakerPelosi,0,0,0,"William Barr should not be allowed to run the Trump Gestapo. DEFUND THE JUSTICE DEPARTMENT. They’re protecting criminal traitor Trump, not America.",,,,1284312900375588864,https://twitter.com/RSepeta/status/1284312900375588864,Negative
2020-07-18 02:23:50,CheerUpXmas,just_the_fries,0,0,0,If you want to defund the police head to the west side and you’ll get your answer,,,,1284312897527611398,https://twitter.com/CheerUpXmas/status/1284312897527611398,Negative
2020-07-18 02:19:41,wetfromsobbing,LoriLightfoot,0,0,3,Defund the police ,,,,1284311851791155203,https://twitter.com/wetfromsobbing/status/1284311851791155203,Negative
2020-07-18 02:13:02,jordannachicago,BrandonHyde,0,0,1,"Ok yes same and honestly it is EXTREMELY helpful for me to hear that other people are feeling this/doing this. I fully have been reflecting on/re-evaluating my entire life this far ...and also my mortality, my beliefs, my principles, my desires, my worth, ETC ETC ETC ",,,,1284310179945885697,https://twitter.com/jordannachicago/status/1284310179945885697,Negative
2020-07-18 02:13:02,philip_the_4th,,1,0,1,DEFUND THE CHICAGO POLICE DEPARTMENT. #DefundCPD,,,#DefundCPD,1284310178108788738,https://twitter.com/philip_the_4th/status/1284310178108788738,Negative
2020-07-18 02:09:58,OnTapeWithJohn,,0,0,2,This country cares more about racist statues than it does Black lives.,,,,1284309407598366720,https://twitter.com/OnTapeWithJohn/status/1284309407598366720,Positive
2020-07-18 02:06:09,natuuhlie,stillgray,0,0,3,"police exist to protect property, not people. abolish and defund the police ",,,,1284308446020546562,https://twitter.com/natuuhlie/status/1284308446020546562,Positive
2020-07-18 02:03:10,shelle_de,SaysHummingbird,1,0,7,"Trump better pull back those adds claiming Biden wants to defund.. lol.. leave them to air, proof of his idiocy!",,,,1284307694971686917,https://twitter.com/shelle_de/status/1284307694971686917,Negative
2020-07-18 02:02:44,AustinJamesMink,benmekler,0,0,2,Defund the Jetsons,,,,1284307586079236096,https://twitter.com/AustinJamesMink/status/1284307586079236096,Positive
2020-07-18 02:01:19,madeanugh,NYPDnews,0,0,0,what about the fatalities our people sustain on a daily? defund and dismantle asap ,,,,1284307231433986049,https://twitter.com/madeanugh/status/1284307231433986049,Positive
2020-07-18 01:59:40,jordannachicago,,3,0,20,Ok but we’re all having existential crises right???????????? Like ur all freaking out right????? And like confused and scared and questioning everything????? Right??????????????????????????? Like.............y’all.......,,,,1284306815812067335,https://twitter.com/jordannachicago/status/1284306815812067335,Negative
2020-07-18 01:58:45,joyfergie,,1,0,0,Dumb ass - we keep telling you that you HAVE NO CLUE WHAT DEFUND the POLICE ACTUALLY MEANS - SO STOP LYING LIKE YOU UNDERSTAND IT &amp; GET SOMEONE to READ it to YOU https://twitter.com/realDonaldTrump/status/1284282946850086912,,,,1284306585712578560,https://twitter.com/joyfergie/status/1284306585712578560,Negative
2020-07-18 01:58:03,imLeor,colinbphoto,0,90,267,Defund CPD ,,,,1284306408297635840,https://twitter.com/imLeor/status/1284306408297635840,Positive
2020-07-18 01:56:41,meat,,0,0,2,they know this is a standup challenge not a roast right,,,,1284306064876408833,https://twitter.com/meat/status/1284306064876408833,Positive
2020-07-18 01:53:47,jordannachicago,h8er18,0,0,0,I’m thinking it’s allergies cuz I’m sneezing too which isn’t a COVID symptom!!!,,,,1284305334853566465,https://twitter.com/jordannachicago/status/1284305334853566465,Negative
2020-07-18 01:48:59,marydifino,delvecchiograce,0,1,14,"Defund. Take the statue down, @chicagosmayor. https://twitter.com/delvecchiograce/status/1284303597325385728?s=21",,@chicagosmayor,,1284304127883960320,https://twitter.com/marydifino/status/1284304127883960320,Negative
2020-07-18 01:43:07,Stothedge,realDonaldTrump,0,0,0,"Haha you went through the entire document while Chris Wallace waited and you still couldn’t find Biden ever saying or agreeing to defund or abolish the police. So what do you do, lie as usual.",,,,1284302651304402945,https://twitter.com/Stothedge/status/1284302651304402945,Negative
2020-07-18 01:40:11,WinnersWontLose,TitusNation,0,0,0,Yawl really need to read some books to want to defund these weak ass bitches. ,,,,1284301912679092230,https://twitter.com/WinnersWontLose/status/1284301912679092230,Negative
2020-07-18 01:39:28,adamkotsko,,2,3,37,"Defund police helicopters at the very least! Jesus, how wasteful and obnoxious!",,,,1284301729668960256,https://twitter.com/adamkotsko/status/1284301729668960256,Negative
2020-07-18 01:38:59,malavemark,mcsquishi,0,0,14,"Same people want to defund the police, do you see this ending well?",,,,1284301609246367744,https://twitter.com/malavemark/status/1284301609246367744,Negative
2020-07-18 01:31:30,goldenflow_,instrumelo,0,1,2,"please, listen to us now. defund these fools. In the middle of saving a life? sounds like murder to me ",,,,1284299725827694592,https://twitter.com/goldenflow_/status/1284299725827694592,Positive
2020-07-18 01:30:26,Dnt_k1llmi_vibE,fiercenaked,0,0,1,Beach day,,,,1284299459422289920,https://twitter.com/Dnt_k1llmi_vibE/status/1284299459422289920,Positive
2020-07-18 01:26:40,JermontTerry,,4,9,14,This is what Columbus statue look like after protesters tried to tear it down in Chicago following a “defund police” rally. @cbschicago @Chicago_Police,,@cbschicago @Chicago_Police,,1284298511845130241,https://twitter.com/JermontTerry/status/1284298511845130241,Positive
2020-07-18 01:20:41,ChicagoSelfTape,cbschicago,0,0,1,DEFUND THE POLICE.,,,,1284297003770482688,https://twitter.com/ChicagoSelfTape/status/1284297003770482688,Negative
2020-07-18 01:17:56,JermontTerry,,5,13,17,Protesters clash with @Chicago_Police following reports of fights with offficers after a Defund Police rally @cbschicago,,@Chicago_Police @cbschicago,,1284296313014759424,https://twitter.com/JermontTerry/status/1284296313014759424,Negative
2020-07-18 01:16:28,Hawks10880737,realDonaldTrump,0,0,0,"Lie number 20,001. Joe Biden DOES NOT want to defund the police",,,,1284295944780087297,https://twitter.com/Hawks10880737/status/1284295944780087297,Negative
2020-07-18 01:14:44,meat,main_disconnect,0,0,2,you are gay. why are you gay,,,,1284295506261413888,https://twitter.com/meat/status/1284295506261413888,Negative
2020-07-18 01:13:23,ualdsp,karlstout1,1,0,1,I concur with defund the thugs because those type of police ARE the thugs,,,,1284295165843316736,https://twitter.com/ualdsp/status/1284295165843316736,Negative
2020-07-18 01:06:49,sovndgirl,,0,0,0,"what’s also super unfortunate is in my area: 2 elementary schools closed near me 1 normal. 1 special ed. how does that even make sense??? oh yea, the old mayor wants to defund schooling &amp; make the city look crispier for tourism fucking bullshit.",,,,1284293516084908032,https://twitter.com/sovndgirl/status/1284293516084908032,Negative
2020-07-18 01:05:37,al_petrocelli,,0,0,0,⁦@realDonaldTrump⁩ Tries to Prove Biden Wants to Defund Police. It Did Not Go Well - Rolling Stone ,,@realDonaldTrump,,1284293210395877377,https://twitter.com/al_petrocelli/status/1284293210395877377,Positive
2020-07-18 00:58:34,CNshooter,,8,27,158,Crime is on a dramatic rise in #Chicago with no sign of stopping. Yet they scream defund our police. How pathetic. Most of them will go home and sleep soundly while innocents will be gunned down with fickle police aid. Brilliant plan.,,,#Chicago,1284291439665524736,https://twitter.com/CNshooter/status/1284291439665524736,Negative
2020-07-18 00:50:30,sophk0,,0,0,1,And blair flopped like we knew she would,,,,1284289406233382914,https://twitter.com/sophk0/status/1284289406233382914,Positive
2020-07-18 00:46:58,sophk0,smithei18,0,0,0,... didn’t even know she had a comedic bone in her body,,,,1284288517435203584,https://twitter.com/sophk0/status/1284288517435203584,Negative
2020-07-18 00:42:40,wetfromsobbing,,0,1,1,"@chicagosmayor is a sad excuse for a mayor. She’s more invested in protecting a fucking statue of a rapist than protecting us from increasing cases. Close the bars/open the parks, take down Columbus, defund the police - fucking coward",,@chicagosmayor,,1284287436248494082,https://twitter.com/wetfromsobbing/status/1284287436248494082,Negative
2020-07-18 00:36:09,meat,,1,0,22,enjoying a little chicago sunset with @_primmmm,,@_primmmm,,1284285795168407553,https://twitter.com/meat/status/1284285795168407553,Positive
2020-07-18 00:35:58,sushyness,realDonaldTrump,0,0,0,"YOU LIE. He specifically said he doesn't want to defund the police. He would, however, like to move funds to help with mental health, social services, etc., which would help the police.",,,,1284285748796170240,https://twitter.com/sushyness/status/1284285748796170240,Negative
2020-07-18 00:32:01,Dnt_k1llmi_vibE,,1,0,0,Im drnk,,,,1284284755207491591,https://twitter.com/Dnt_k1llmi_vibE/status/1284284755207491591,Negative
2020-07-18 00:31:59,DawnWhi35516140,realDonaldTrump,0,0,0,Hahaha! Got your balls busted by Chris Wallace and now you’re backtracking. No @JoeBiden does NOT want to defund the police.,,@JoeBiden,,1284284750321143808,https://twitter.com/DawnWhi35516140/status/1284284750321143808,Negative
